feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target,category,sub_category
-2.137790498739752,-0.9415233731432355,0.1823744558389033,-15.498914605426757,3.258457764004448,-1.9071379692821808,-0.185703276867646,5.0079228967860905,1.2945215863380528,-1.7765738928432468,2.5421627662700574,5.176678719321644,-5.34962056430885,1.26853097201406,5.185286743918407,-1.7518069178548257,-3.1861013244534,-0.16696319761469836,1.7708503937761693,4.146851192397896,1,C,Y
1.7824605522238266,0.8723757507664286,9.612851774764662,-6.729422569833641,8.078878857625583,-8.295537898431755,0.5031608638101916,2.3042063958543317,2.942514613580159,2.3022670290247595,0.6252830219972818,3.8358222649194174,-4.730645391669791,-0.14001617822528734,0.671027510166242,-1.3106081662559659,-0.04247754019168093,0.5815985797522698,-1.7839636019696017,3.189805380091164,1,A,Y
-0.6093311160884982,1.0636383254967199,1.0633697396356623,-2.4413451050485357,-1.4212789318084686,1.7128652299240892,-0.9698148409790357,-1.38997583043276,0.7212088911339392,1.7554804293658752,-1.5866992422931565,-1.366741648329406,-3.2146774343631233,-0.24551590211120744,1.0757519096305337,1.7241328983749997,-1.1633172569077375,-0.32220674688499185,-1.3985927909144786,0.8474128764547553,0,A,Y
-2.880103535927166,0.2758928418735216,-4.550939700537715,-9.425825054149206,3.320951134353998,-3.2261653631711362,-9.93090209178371,-3.90731046303553,-1.2512148449948062,0.9946187701410167,-2.0982229817346107,0.47666628818206247,0.3613749704087992,-0.6418768517794249,0.606411717694603,0.07774039499516505,-1.3340578702989236,3.8430268008620305,5.77843424080712,-4.959674768238407,0,C,X
-0.21477551776085557,-0.6936682919805617,3.637447041609982,-1.4450856479583125,-3.5294661236634313,2.0115116239509008,12.748113130125224,5.339203426109824,1.5825810111558956,2.4381286984591566,-3.6894338781224265,0.5098916330958334,-1.6074957609312994,1.2999885774270004,1.0517612931208176,2.163339869725033,3.3717792628002305,-3.797812740508723,-2.9348206976810465,5.587856972142987,0,B,X
-2.2342352333402316,-7.672654908172944,2.0266030001400726,-5.409881457105092,1.2227971520076504,-12.507499266445484,9.484315027204127,5.293898814822456,2.8760266726207213,7.46495368630336,2.5388677768170416,-2.3862172834162063,2.4764802687058523,-0.8894117274564743,1.4990606865003668,2.4699213681621766,1.9072542383495974,0.6486053666454127,0.8338627995587297,2.9947728159275733,0,C,Y
0.37892235600312096,6.297000498049535,-8.588451002299726,8.062513166858128,0.11649766497671776,,12.413387969545445,-3.860275819891512,-5.9899795968723755,2.4475543138366054,2.4571639311527846,6.1057183105034705,2.3212428859216714,0.8393000389184859,-2.941418374731611,0.5434131238314011,0.2968074671014935,-5.978842012746179,0.36184630395633377,-1.1303361752865677,1,C,X
-0.28457095631970986,0.09604413491233776,-4.779849113418075,1.0592310283706463,-1.5527458615449807,0.8453843520334723,2.8733590012061128,1.551105478756567,-3.4428948883347825,2.328295483090267,-2.832516202091942,0.639664022948866,1.2095820914962383,1.1803371591816578,0.3154403318324607,-2.3454195296204094,-1.4074713851732068,1.3367544736732446,-0.6059558861236098,-2.4051259523501107,1,B,Y
2.3989158629426335,2.5935111248631535,-1.7022691258644431,3.2679569043155885,-2.068932623855389,5.473761342349556,0.12253949238555069,0.5144244727512759,-1.432227543984805,-0.9597752560250823,-0.888074434728602,0.5061305824095075,0.4371632940148529,0.5626040974418967,0.17052037768793082,0.18202690444625635,1.1745858671028504,-1.1291801433164963,,-1.7848009907980469,1,C,X
3.2422929579808644,0.9400173288143033,-2.053658303518805,0.017699404475377795,-1.612885485795022,8.266217035514451,-0.187812365812508,4.616572803270864,-2.882875585859728,-1.5695200769507993,-1.0414989080069694,3.580767062822347,-0.5049745254110473,2.8994265001487065,-1.334112328694979,0.4580884657294564,-2.213121331377868,0.6979767459156727,-1.9749700946117037,0.6819095100758563,1,C,X
